state_vector_id,image_name,page_number,mission,camera,orbit_number,data_origin,utc_time,utc_time_str,cte_time,x1950_x,x1950_y,x1950_z,x1950_xdot,x1950_ydot,x1950_zdot,selenographic_x,selenographic_y,selenographic_z,selenographic_xdot,selenographic_ydot,selenographic_zdot,sigma_x,sigma_y,sigma_z,sigma_xdot,sigma_ydot,sigma_zdot,nadir_point,camera_axis_intersect,spacecraft_radius,mean_altitude_rate,spacecraft_altitude,phi,sigma_phi,kappa,sigma_kappa,omega,sigma_omega,x_tilt,sigma_x_tilt,y_tilt,sigma_y_tilt,heading,sigma_heading,laser_spacecraft_altitude,laser_slant_range,selenographic_cos_x,selenographic_cos_y,selenographic_cos_z,selenographic_magnitude,selenocentric_matrix_tl,selenocentric_matrix_tm,selenocentric_matrix_tr,selenocentric_matrix_ml,selenocentric_matrix_mm,selenocentric_matrix_mr,selenocentric_matrix_bl,selenocentric_matrix_bm,selenocentric_matrix_br,local_horizontal_matrix_tl,local_horizontal_matrix_tm,local_horizontal_matrix_tr,local_horizontal_matrix_ml,local_horizontal_matrix_mm,local_horizontal_matrix_mr,local_horizontal_matrix_bl,local_horizontal_matrix_bm,local_horizontal_matrix_br,photo_footprint1,photo_footprint2,photo_footprint3,photo_footprint4,right_ascension,declination,file_catalog_id,inner_photo_footprint1,inner_photo_footprint2,inner_photo_footprint3,inner_photo_footprint4
21149,AS16-P-4096,4096,AS16,P,17,4/72,1972-04-21 03:23:52.44,1972-4-21T03:23:52.44,4-9:29:53.07,-899.85,1348.28,898.47,1.4,0.79,0.23,-1830.5,38.19,287.47,0.01,1.62,-0.06,,,,,,,"(8.92,179.66)","(179.66,8.95)",1853.33,0.01,115.24,-12.56,0,177.96,0,0.11,0,0.11,0,12.56,0,-92.04,0,0,0,0.96,-0.24,-0.14,118.26,0.95,0.31,0.03,-0.13,0.49,-0.86,-0.29,0.82,0.5,-0.98,-0.03,-0.22,0.04,-1,0,-0.22,-0.01,0.98,"(14.918,179.963)","(3.025,-179.648)","(3.305,179.519)","(14.583,179.128)",,,168738,"(11.813,179.986)","(6.122,-179.83)","(6.226,179.391)","(11.657,179.203)"
21150,AS16-P-4097,4097,AS16,P,17,4/72,1972-04-21 03:23:57.71,1972-4-21T03:23:57.71,4-9:29:58.34,-892.46,1352.46,899.68,1.4,0.79,0.23,-1830.41,46.78,287.15,0.02,1.62,-0.06,,,,,,,"(8.91,177.68)","(177.68,8.88)",1853.39,0.01,115.3,12.46,0,177.92,0,-0.03,0,-0.03,0,-12.46,0,-92.07,0,0,0,0.97,0.19,-0.16,118.27,0.74,0.63,0.24,-0.13,0.49,-0.86,-0.66,0.61,0.44,-0.98,-0.04,0.22,0.04,-1,0,0.22,0.01,0.98,"(14.528,177.802)","(3.247,178.233)","(2.911,177.422)","(14.799,176.942)",,,168740,"(11.608,177.946)","(6.176,178.152)","(6.018,177.382)","(11.707,177.154)"
21151,AS16-P-4098,4098,AS16,P,17,4/72,1972-04-21 03:24:03.76,1972-4-21T03:24:03.76,4-9:30:4.39,-883.97,1357.21,901.04,1.41,0.78,0.22,-1830.26,56.63,286.77,0.03,1.62,-0.06,,,,,,,"(8.9,179.08)","(179.08,8.93)",1853.45,0.01,115.36,-12.5,0,177.85,0,-0.08,0,-0.08,0,12.5,0,-92.16,0,0,0,0.96,-0.25,-0.14,118.36,0.95,0.31,0.03,-0.13,0.49,-0.86,-0.28,0.82,0.51,-0.98,-0.04,-0.22,0.04,-1,0,-0.22,-0.01,0.98,"(14.879,179.372)","(2.977,179.788)","(3.256,178.952)","(14.546,178.536)",,,168741,"(11.785,179.399)","(6.09,179.598)","(6.193,178.817)","(11.628,178.617)"
21152,AS16-P-4099,4099,AS16,P,17,4/72,1972-04-21 03:24:11.44,1972-4-21T03:24:11.44,4-9:30:12.07,-873.15,1363.19,902.73,1.41,0.77,0.22,-1829.99,69.13,286.28,0.04,1.62,-0.07,,,,,,,"(8.88,176.98)","(176.98,8.84)",1853.54,0.01,115.45,12.54,0,177.78,0,-0.13,0,-0.13,0,-12.54,0,-92.19,0,0,0,0.97,0.18,-0.16,118.46,0.75,0.62,0.24,-0.13,0.49,-0.86,-0.65,0.61,0.45,-0.98,-0.04,0.22,0.04,-1,0,0.22,0.01,0.98,"(14.482,177.085)","(3.183,177.541)","(2.839,176.726)","(14.751,176.225)",,,168742,"(11.572,177.235)","(6.132,177.454)","(5.97,176.681)","(11.669,176.443)"
21153,AS16-P-4100,4100,AS16,P,17,4/72,1972-04-21 03:24:18.87,1972-4-21T03:24:18.87,4-9:30:19.5,-862.66,1368.92,904.33,1.42,0.77,0.21,-1829.66,81.21,285.79,0.05,1.62,-0.07,,,,,,,"(8.87,178.31)","(178.31,8.89)",1853.62,0.01,115.53,-12.41,0,177.72,0,-0.16,0,-0.16,0,12.41,0,-92.31,0,0,0,0.96,-0.26,-0.14,118.49,0.95,0.3,0.02,-0.13,0.49,-0.86,-0.27,0.82,0.51,-0.98,-0.04,-0.21,0.04,-1,0,-0.21,-0.01,0.98,"(14.833,178.581)","(2.92,179.032)","(3.197,178.192)","(14.501,177.747)",,,168745,"(11.749,178.616)","(6.049,178.832)","(6.149,178.049)","(11.592,177.835)"
21154,AS16-P-4101,4101,AS16,P,17,4/72,1972-04-21 03:24:25.58,1972-4-21T03:24:25.58,4-9:30:26.21,-853.13,1374.04,905.74,1.42,0.76,0.21,-1829.85,92.14,285.33,0.06,1.62,-0.07,,,,,,,"(8.85,176.25)","(176.25,8.81)",1853.7,0.01,115.61,12.61,0,177.67,0,-0.2,0,-0.2,0,-12.61,0,-92.28,0,0,0,0.97,0.19,-0.16,118.66,0.76,0.61,0.23,-0.13,0.49,-0.86,-0.64,0.62,0.45,-0.98,-0.04,0.22,0.04,-1,0,0.22,0.01,0.98,"(14.442,176.349)","(3.125,176.826)","(2.776,176.008)","(14.711,175.488)",,,168746,"(11.537,176.504)","(6.089,176.733)","(5.924,175.959)","(11.633,175.711)"
21155,AS16-P-4102,4102,AS16,P,17,4/72,1972-04-21 03:24:32.23,1972-4-21T03:24:32.23,4-9:30:32.86,-843.66,1379.08,907.1,1.43,0.75,0.2,-1828.85,102.96,284.87,0.07,1.62,-0.07,,,,,,,"(8.84,177.62)","(177.62,8.86)",1853.77,0.01,115.68,-12.35,0,177.62,0,-0.24,0,-0.24,0,12.35,0,-92.43,0,0,0,0.95,-0.27,-0.15,118.61,0.96,0.29,0.02,-0.13,0.49,-0.86,-0.26,0.82,0.51,-0.98,-0.04,-0.21,0.04,-1,0,-0.21,0,0.98,"(14.792,177.883)","(2.868,178.363)","(3.144,177.52)","(14.462,177.051)",,,168747,"(11.716,177.926)","(6.012,178.155)","(6.11,177.371)","(11.559,177.146)"
21156,AS16-P-4103,4103,AS16,P,17,4/72,1972-04-21 03:24:38.84,1972-4-21T03:24:38.84,4-9:30:39.47,-834.23,1384.03,908.43,1.43,0.75,0.2,-1828.36,113.71,284.41,0.08,1.62,-0.07,,,,,,,"(8.82,175.57)","(175.57,8.77)",1853.84,0.01,115.75,12.65,0,177.58,0,-0.27,0,-0.27,0,-12.65,0,-92.36,0,0,0,0.97,0.16,-0.16,118.83,0.76,0.6,0.23,-0.13,0.49,-0.86,-0.63,0.63,0.46,-0.97,-0.04,0.22,0.04,-1,0,0.22,0.01,0.98,"(14.404,175.662)","(3.071,176.157)","(2.716,175.336)","(14.672,174.801)",,,168743,"(11.503,175.822)","(6.048,176.059)","(5.881,175.283)","(11.599,175.028)"
21157,AS16-P-4104,4104,AS16,P,17,4/72,1972-04-21 03:24:45.54,1972-4-21T03:24:45.54,4-9:30:46.17,-824.64,1389,909.74,1.43,0.74,0.19,-1827.8,124.6,283.93,0.09,1.62,-0.07,,,,,,,"(8.81,176.94)","(176.94,8.83)",1853.91,0.01,115.82,-12.31,0,177.56,0,-0.26,0,-0.26,0,12.3,0,-92.5,0,0,0,0.95,-0.28,-0.15,118.74,0.96,0.28,0.01,-0.13,0.49,-0.86,-0.25,0.63,0.51,-0.98,-0.04,-0.21,0.04,-1,0,-0.21,0,0.98,"(14.761,177.195)","(2.826,177.691)","(3.101,176.846)","(14.432,176.364)",,,168744,"(11.686,177.243)","(5.977,177.479)","(6.074,176.694)","(11.524,176.462)"
21158,AS16-P-4105,4105,AS16,P,17,4/72,1972-04-21 03:24:52.18,1972-4-21T03:24:52.18,4-9:30:52.81,-815.12,1393.88,911.02,1.44,0.73,0.19,-1827.18,135.38,283.44,0.1,1.62,-0.07,,,,,,,"(8.79,174.89)","(174.89,8.74)",1853.99,0.01,115.9,12.72,0,177.51,0,-0.3,0,-0.3,0,-12.72,0,-92.42,0,0,0,0.98,0.15,-0.16,119.02,0.77,0.6,0.22,-0.13,0.49,-0.86,-0.62,0.63,0.46,-0.97,-0.04,0.22,0.04,-1,0.01,0.22,0.01,0.98,"(14.374,174.971)","(3.023,175.479)","(2.665,174.656)","(14.642,174.11)",,,168748,"(11.472,175.135)","(6.009,175.379)","(5.84,174.601)","(11.568,174.34)"
21159,AS16-P-4106,4106,AS16,P,17,4/72,1972-04-21 03:24:58.77,1972-4-21T03:24:58.77,4-9:30:59.4,-805.62,1398.68,912.25,1.44,0.72,0.18,-1826.51,146.09,282.95,0.11,1.62,-0.08,,,,,,,"(8.78,176.27)","(176.27,8.79)",1854.06,0.01,115.97,-12.26,0,177.42,0,-0.36,0,-0.36,0,12.26,0,-92.66,0,0,0,0.95,-0.29,-0.15,118.87,0.96,0.27,0,-0.13,0.49,-0.86,-0.23,0.83,0.51,-0.98,-0.05,-0.21,0.05,-1,0.01,-0.21,0,0.98,"(14.714,176.501)","(2.765,177.037)","(3.04,176.188)","(14.385,175.673)",,,168749,"(11.65,176.559)","(5.935,176.814)","(6.031,176.026)","(11.491,175.779)"
21160,AS16-P-4107,4107,AS16,P,17,4/72,1972-04-21 03:25:05.25,1972-4-21T03:25:05.25,4-9:31:5.88,-796.27,1403.35,913.43,1.45,0.72,0.18,-1825.79,156.6,282.45,0.12,1.62,-0.08,,,,,,,"(8.76,174.22)","(174.22,8.69)",1854.13,0.01,116.04,12.77,0,177.37,0,-0.4,0,-0.4,0,-12.77,0,-92.54,0,0,0,0.98,0.14,-0.17,119.19,0.78,0.59,0.22,-0.13,0.49,-0.86,-0.62,0.64,0.46,-0.97,-0.04,0.22,0.05,-1,0.01,0.22,0.02,0.98,"(14.324,174.29)","(2.957,174.824)","(2.592,173.998)","(14.59,173.429)",,,168750,"(11.432,174.46)","(5.962,174.717)","(5.79,173.937)","(11.526,173.665)"
21161,AS16-P-4108,4108,AS16,P,17,4/72,1972-04-21 03:25:11.77,1972-4-21T03:25:11.77,4-9:31:12.4,-786.83,1408.01,914.59,1.45,0.71,0.18,-1825,167.19,281.95,0.13,1.62,-0.08,,,,,,,"(8.75,175.61)","(175.61,8.76)",1854.2,0.01,116.11,-12.21,0,177.32,0,-0.42,0,-0.42,0,12.21,0,-92.77,0,0,0,0.94,-0.3,-0.15,118.99,0.97,0.26,0,-0.13,0.49,-0.86,-0.22,0.83,0.51,-0.98,-0.05,-0.21,0.05,-1,0.01,-0.21,0,0.98,"(14.674,175.825)","(2.715,176.387)","(2.988,175.535)","(14.346,174.998)",,,168751,"(11.616,175.889)","(5.896,176.156)","(5.99,175.368)","(11.457,175.11)"
21162,AS16-P-4109,4109,AS16,P,17,4/72,1972-04-21 03:25:18.36,1972-4-21T03:25:18.36,4-9:31:18.99,-777.26,1412.67,915.73,1.45,0.7,0.17,-1824.14,177.87,281.42,0.13,1.62,-0.08,,,,,,,"(8.73,173.55)","(173.55,8.66)",1854.27,0.01,116.18,12.81,0,177.27,0,-0.46,0,-0.46,0,-12.81,0,-92.63,0,0,0,0.98,0.13,-0.17,119.36,0.78,0.58,0.21,-0.13,0.49,-0.86,-0.61,0.64,0.47,-0.97,-0.04,0.22,0.05,-1,0.01,0.22,0.02,0.98,"(14.284,173.61)","(2.9,174.163)","(2.53,173.335)","(14.549,172.749)",,,168752,"(11.396,173.785)","(5.918,174.051)","(5.743,173.27)","(11.488,172.989)"
21163,AS16-P-4110,4110,AS16,P,17,4/72,1972-04-21 03:25:24.91,1972-4-21T03:25:24.91,4-9:31:25.54,-767.73,1417.25,916.83,1.46,0.7,0.17,-1823.23,188.49,280.9,0.14,1.62,-0.08,,,,,,,"(8.71,174.94)","(174.94,8.72)",1854.34,0.01,116.25,-12.2,0,177.22,0,-0.47,0,-0.47,0,12.2,0,-92.89,0,0,0,0.94,-0.31,-0.15,119.13,0.97,0.25,-0.01,-0.13,0.49,-0.86,-0.21,0.83,0.51,-0.98,-0.05,-0.21,0.05,-1,0.01,-0.21,0,0.98,"(14.636,175.145)","(2.662,175.733)","(2.935,174.879)","(14.307,174.319)",,,168753,"(11.582,175.216)","(5.856,175.495)","(5.949,174.705)","(11.421,174.436)"
21164,AS16-P-4111,4111,AS16,P,17,4/72,1972-04-21 03:25:31.38,1972-4-21T03:25:31.38,4-9:31:32.01,-758.28,1421.74,917.89,1.46,0.69,0.16,-1822.26,198.98,280.37,0.15,1.61,-0.08,,,,,,,"(8.7,172.89)","(172.89,8.63)",1854.41,0.01,116.32,12.82,0,177.17,0,-0.37,0,-0.37,0,-12.82,0,-92.75,0,0,0,0.98,0.12,-0.16,119.51,0.79,0.58,0.21,-0.13,0.49,-0.86,-0.6,0.65,0.47,-0.97,-0.05,0.22,0.05,-1,0.01,0.22,0.02,0.98,"(14.277,172.934)","(2.88,173.511)","(2.51,172.684)","(14.543,172.069)",,,168754,"(11.373,173.116)","(5.89,173.393)","(5.714,172.612)","(11.465,172.318)"
21165,AS16-P-4112,4112,AS16,P,17,4/72,1972-04-21 03:25:37.95,1972-4-21T03:25:37.95,4-9:31:38.58,-748.67,1426.24,918.94,1.47,0.68,0.16,-1821.23,209.6,279.82,0.16,1.61,-0.08,,,,,,,"(8.68,174.27)","(174.27,8.7)",1854.48,0.01,116.39,-12.17,0,177.12,0,-0.26,0,-0.26,0,12.17,0,-92.94,0,0,0,0.94,-0.32,-0.14,119.26,0.97,0.24,-0.01,-0.13,0.49,-0.86,-0.2,0.84,0.51,-0.98,-0.05,-0.21,0.05,-1,0,-0.21,-0.01,0.97,"(14.667,174.477)","(2.682,175.068)","(2.949,174.219)","(14.332,173.645)",,,168755,"(11.577,174.55)","(5.845,174.831)","(5.936,174.043)","(11.413,173.767)"
21166,AS16-P-4113,4113,AS16,P,17,4/72,1972-04-21 03:25:44.54,1972-4-21T03:25:44.54,4-9:31:45.17,-738.99,1430.71,919.96,1.47,0.67,0.15,-1820.13,220.27,279.26,0.17,1.61,-0.09,,,,,,,"(8.66,172.21)","(172.21,8.61)",1854.55,0.01,116.46,12.84,0,177.09,0,-0.14,0,-0.14,0,-12.84,0,-92.88,0,0,0,0.98,0.1,-0.16,119.66,0.8,0.57,0.2,-0.13,0.49,-0.86,-0.59,0.66,0.46,-0.97,-0.05,0.22,0.05,-1,0,0.22,0.01,0.97,"(14.304,172.248)","(2.894,172.848)","(2.527,172.027)","(14.574,171.374)",,,168756,"(11.364,172.438)","(5.875,172.726)","(5.698,171.947)","(11.457,171.636)"
21167,AS16-P-4114,4114,AS16,P,17,4/72,1972-04-21 03:25:51.17,1972-4-21T03:25:51.17,4-9:31:51.8,-729.24,1435.16,920.95,1.47,0.67,0.15,-1818.96,230.99,278.69,0.18,1.61,-0.09,,,,,,,"(8.64,173.6)","(173.6,8.68)",1854.62,0.01,116.53,-12.15,0,177.04,0,-0.03,0,-0.03,0,12.15,0,-92.96,0,0,0,0.93,-0.33,-0.14,119.39,0.97,0.23,-0.02,-0.13,0.49,-0.86,-0.19,0.84,0.51,-0.98,-0.05,-0.21,0.05,-1,0,-0.21,-0.01,0.98,"(14.698,173.802)","(2.701,174.392)","(2.961,173.547)","(14.357,172.964)",,,168757,"(11.57,173.876)","(5.832,174.158)","(5.92,173.371)","(11.404,173.09)"
21168,AS16-P-4115,4115,AS16,P,17,4/72,1972-04-21 03:25:57.74,1972-4-21T03:25:57.74,4-9:31:58.37,-719.55,1439.52,921.9,1.48,0.66,0.14,-1817.74,241.6,278.11,0.19,1.61,-0.09,,,,,,,"(8.62,171.54)","(171.54,8.58)",1854.69,0.01,116.6,12.86,0,176.99,0,0.06,0,0.06,0,-12.86,0,-93.02,0,0,0,0.98,0.09,-0.16,119.82,0.8,0.56,0.2,-0.13,0.49,-0.86,-0.58,0.67,0.46,-0.97,-0.05,0.22,0.05,-1,0,0.22,0.01,0.97,"(14.323,171.559)","(2.899,172.187)","(2.535,171.37)","(14.597,170.676)",,,168758,"(11.351,171.758)","(5.856,172.058)","(5.678,171.281)","(11.443,170.952)"
21169,AS16-P-4116,4116,AS16,P,17,4/72,1972-04-21 03:26:04.39,1972-4-21T03:26:04.39,4-9:32:5.02,-709.72,1443.89,922.84,1.48,0.65,0.14,-1816.44,252.34,277.52,0.2,1.61,-0.09,,,,,,,"(8.61,172.93)","(172.93,8.66)",1854.77,0.01,116.68,-12.12,0,176.95,0,0.17,0,0.17,0,12.12,0,-93.02,0,0,0,0.93,-0.34,-0.13,119.52,0.97,0.22,-0.02,-0.13,0.49,-0.86,-0.18,0.85,0.5,-0.98,-0.05,-0.21,0.05,-1,0,-0.21,-0.01,0.98,"(14.725,173.125)","(2.714,173.718)","(2.968,172.879)","(14.379,172.281)",,,168759,"(11.56,173.201)","(5.817,173.486)","(5.903,172.7)","(11.393,172.413)"
21170,AS16-P-4117,4117,AS16,P,17,4/72,1972-04-21 03:26:11.12,1972-4-21T03:26:11.12,4-9:32:11.75,-699.75,1448.26,923.75,1.48,0.65,0.13,-1815.07,263.2,276.91,0.21,1.61,-0.09,,,,,,,"(8.59,170.86)","(170.86,8.56)",1854.84,0.01,116.75,12.91,0,176.9,0,0.29,0,0.29,0,-12.91,0,-93.17,0,0,0,0.98,0.08,-0.15,119.99,0.81,0.56,0.19,-0.13,0.48,-0.87,-0.57,0.68,0.46,-0.97,-0.05,0.22,0.05,-1,-0.01,0.22,0.01,0.97,"(14.347,170.857)","(2.906,171.513)","(2.545,170.702)","(14.627,169.965)",,,168760,"(11.34,171.066)","(5.837,171.38)","(5.658,170.604)","(11.432,170.256)"
